id,code,role,first_name,last_name,full_name,gender,birth_date,age,phone,telegram,school,grade,district,group_id,group_name,course_code,mentor_id,tutor_id,curator_id,parent_full_name,parent_relation,parent_phone,parent_telegram,parent_preferred_contact,enrolled_at,monthly_fee,status,attendance_total_lessons,attendance_present,attendance_late,attendance_absent,attendance_absent_excused,attendance_absent_unexcused,attendance_attendance_rate,attendance_punctuality_rate,attendance_missed_covered_by_makeup,attendance_missed_not_covered,attendance_is_behind,homework_assigned,homework_submitted,homework_on_time,homework_late,homework_not_submitted,homework_submission_rate,homework_on_time_rate,homework_avg_score,homework_best_score,coins_balance,coins_total_earned,coins_total_spent,coins_rank_overall,coins_rank_in_group,tutor_sessions_count,makeup_count,performance_score,performance_label,risk_level
122,STU-10122,student,Ravshan,Karimov,Ravshan Karimov,male,2012-02-08,14,+998336492224,@ravshan_9980,18-son maktab,8,Chilonzor,11,PY-BAS-011,PY-BAS,12,103,201,Rayhona Karimova,Ona,+998881729872,@rayhona936,telegram,2026-02-02,700000,active,75,73,1,1,0,1,98.7,97.3,1,0,False,68,64,61,3,4,94.1,89.7,90.6,100,1410,2735,1325,47,2,1,1,94.5,A'lo,low
123,STU-10123,student,Charos,Alimova,Charos Alimova,female,2012-06-07,14,+998974108294,@charos_2561,233-son maktab,8,Shayxontohur,11,PY-BAS-011,PY-BAS,12,103,201,Malika Alimovaa,Ona,+998911351594,@malika599,telegram,2026-02-02,700000,active,75,70,2,3,3,0,96.0,93.3,3,0,False,69,67,62,5,2,97.1,89.9,90.1,100,974,2824,1850,105,5,1,3,94.3,A'lo,low
124,STU-10124,student,Muslima,Tursunova,Muslima Tursunova,female,2014-08-01,12,+998902251645,@muslima_3086,110-son maktab,6,Uchtepa,12,SC-KID-012,SC-KID,8,102,209,Ravshan Tursunova,Ota,+998889418385,@ravshan595,telegram,2026-02-09,450000,active,45,24,4,17,5,12,62.2,53.3,1,16,True,30,17,7,10,13,56.7,23.3,48.1,74,416,471,60,246,10,10,1,55.6,Past,high
125,STU-10125,student,Munisa,Shodmonova,Munisa Shodmonova,female,2013-04-28,13,+998904546370,@munisa_2880,101-son maktab,7,Uchtepa,12,SC-KID-012,SC-KID,8,102,209,Akmal Shodmonova,Ota,+998334629152,@akmal418,phone,2026-02-09,450000,active,45,29,6,10,2,8,77.8,64.4,5,5,True,35,30,24,6,5,85.7,68.6,67.9,88,395,885,490,250,11,2,5,76.7,Yaxshi,medium
126,STU-10126,student,Abror,Rustamov,Abror Rustamov,male,2014-06-01,12,+998771761375,@abror_2489,24-son maktab,6,Shayxontohur,12,SC-KID-012,SC-KID,8,102,209,Muslima Rustamova,Ona,+998984802002,@muslima121,phone,2026-02-09,450000,active,45,39,2,4,2,2,91.1,86.7,2,2,False,40,37,34,3,3,92.5,85.0,79.1,96,1013,1273,260,98,2,1,2,87.3,Yaxshi,low
127,STU-10127,student,Doniyor,Tursunov,Doniyor Tursunov,male,2014-10-19,12,+998974993611,@doniyor_2412,12-son maktab,6,Shayxontohur,12,SC-KID-012,SC-KID,8,102,209,Sardor Tursunov,Ota,+998948151321,@sardor748,telegram,2026-02-09,450000,active,45,40,3,2,0,2,95.6,88.9,1,1,False,40,37,34,3,3,92.5,85.0,81.2,95,339,1249,910,264,13,1,1,89.6,A'lo,low
128,STU-10128,student,Feruza,Jalilova,Feruza Jalilova,female,2015-06-28,11,+998944939536,@feruza_5821,24-son maktab,5,Mirzo Ulug'bek,12,SC-KID-012,SC-KID,8,102,209,Feruza Jalilovaa,Ona,+998986422395,@feruza901,sms,2026-02-09,450000,active,45,27,3,15,11,4,66.7,60.0,9,6,True,39,28,18,10,11,71.8,46.2,67.9,85,687,827,140,171,6,4,9,68.7,Qoniqarli,high
129,STU-10129,student,Abror,Ashurov,Abror Ashurov,male,2013-07-19,13,+998776712091,@abror_1304,45-son maktab,7,Bektemir,12,SC-KID-012,SC-KID,8,102,209,Shahzoda Ashurova,Ona,+998936058154,@shahzoda837,telegram,2026-02-09,450000,active,45,40,4,1,1,0,97.8,88.9,0,1,False,42,36,34,2,6,85.7,81.0,81.1,94,501,1251,750,223,8,1,0,88.3,A'lo,low
130,STU-10130,student,Muslima,Sobirova,Muslima Sobirova,female,2014-10-12,12,+998971387083,@muslima_2796,64-son maktab,6,Yashnobod,12,SC-KID-012,SC-KID,8,102,209,Ozoda Sobirovaa,Ona,+998919128826,@ozoda426,phone,2026-02-09,450000,active,45,40,3,2,1,1,95.6,88.9,1,1,False,41,36,32,4,5,87.8,78.0,79.7,91,930,1215,285,114,4,2,1,87.7,Yaxshi,low
131,STU-10131,student,Madina,Abdullayeva,Madina Abdullayeva,female,2013-08-07,13,+998771815390,@madina_1399,12-son maktab,7,Bektemir,12,SC-KID-012,SC-KID,8,102,209,Dilfuza Abdullayevaa,Ona,+998945055651,@dilfuza851,telegram,2026-02-09,450000,active,45,24,6,15,6,9,66.7,53.3,3,12,True,33,7,1,6,26,21.2,3.0,29.1,45,329,374,45,267,14,9,3,39.9,Past,high
132,STU-10132,student,Alisher,Karimov,Alisher Karimov,male,2015-05-18,11,+998996666921,@alisher_2959,7-son maktab,5,Sergeli,12,SC-KID-012,SC-KID,8,102,209,Xurshid Karimov,Ota,+998946394677,@xurshid434,telegram,2026-02-09,450000,active,45,37,3,5,4,1,88.9,82.2,4,1,False,41,30,24,6,11,73.2,58.5,70.5,100,814,1019,205,140,5,4,4,77.8,Yaxshi,low
133,STU-10133,student,Zilola,Ochilova,Zilola Ochilova,female,2013-10-13,13,+998776522491,@zilola_2667,12-son maktab,7,Chilonzor,12,SC-KID-012,SC-KID,8,102,209,Gulbahor Ochilovaa,Ona,+998906316560,@gulbahor677,telegram,2026-02-09,450000,active,45,44,1,0,0,0,100.0,97.8,0,0,False,42,40,39,1,2,95.2,92.9,90.5,100,1704,1704,0,19,1,0,0,95.2,A'lo,low
134,STU-10134,student,Ulug'bek,Ergashev,Ulug'bek Ergashev,male,2014-06-14,12,+998881530718,@ulugbek_5166,233-son maktab,6,Uchtepa,12,SC-KID-012,SC-KID,8,102,209,Sitora Ergasheva,Ona,+998776550563,@sitora335,telegram,2026-02-09,450000,active,45,33,5,7,1,6,84.4,73.3,5,2,False,37,28,12,16,9,75.7,32.4,53.4,79,585,695,110,195,7,8,5,70.9,Qoniqarli,medium
135,STU-10135,student,Akmal,Xasanov,Akmal Xasanov,male,2015-05-01,11,+998773250547,@akmal_2102,7-son maktab,5,Mirobod,12,SC-KID-012,SC-KID,8,102,209,Dilnoza Xasanova,Ona,+998934828017,@dilnoza510,telegram,2026-02-09,450000,active,45,19,10,16,8,8,64.4,42.2,6,10,True,34,11,1,10,23,32.4,2.9,36.0,56,352,386,40,263,12,7,6,44.9,Past,high
136,STU-10136,student,Nodir,Tursunov,Nodir Tursunov,male,2014-12-05,12,+998987526804,@nodir_7638,45-son maktab,6,Olmazor,12,SC-KID-012,SC-KID,8,102,209,Temur Tursunov,Ota,+998985069908,@temur552,sms,2026-02-09,450000,active,45,41,3,1,1,0,97.8,91.1,1,0,False,42,40,31,9,2,95.2,73.8,76.4,91,485,1235,750,227,9,3,1,89.5,A'lo,low
137,STU-10137,student,Malika,Nazarova,Malika Nazarova,female,2016-02-26,10,+998994759485,@malika_603,64-son maktab,4,Chilonzor,12,SC-KID-012,SC-KID,8,102,209,Charos Nazarovaa,Ona,+998904827163,@charos677,sms,2026-02-09,450000,active,45,42,1,2,1,1,95.6,93.3,2,0,False,41,38,34,4,3,92.7,82.9,81.1,95,987,1367,385,102,3,2,2,89.7,A'lo,low
138,STU-10138,student,Sevara,Jo'rayeva,Sevara Jo'rayeva,female,2014-04-11,12,+998973290504,@sevara_5016,77-son maktab,6,Yunusobod,13,SC-KID-013,SC-KID,6,110,205,Odina Jo'rayevaa,Ona,+998979365142,@odina321,phone,2026-02-16,450000,active,48,36,5,7,3,4,85.4,75.0,4,3,False,40,32,25,7,8,80.0,62.5,69.5,83,595,915,320,193,9,6,4,78.2,Yaxshi,low
139,STU-10139,student,Elyor,Alimov,Elyor Alimov,male,2015-06-22,11,+998935992945,@elyor_500,18-son maktab,5,Mirzo Ulug'bek,13,SC-KID-013,SC-KID,6,110,205,Madina Alimova,Ona,+998947045910,@madina147,sms,2026-02-16,450000,active,48,40,4,4,3,1,91.7,83.3,4,0,False,43,40,32,8,3,93.0,74.4,77.8,97,1242,1247,5,69,1,2,4,87.2,Yaxshi,low
140,STU-10140,student,Malika,Sultonova,Malika Sultonova,female,2014-03-17,12,+998996631557,@malika_639,52-son maktab,6,Yashnobod,13,SC-KID-013,SC-KID,6,110,205,Dilnoza Sultonovaa,Ona,+998887663473,@dilnoza192,sms,2026-02-16,450000,active,48,44,1,3,0,3,93.8,91.7,2,1,False,41,37,33,4,4,90.2,80.5,77.7,94,874,1269,395,128,7,1,2,87.1,Yaxshi,low
141,STU-10141,student,Munisa,Karimova,Munisa Karimova,female,2016-03-17,10,+998919176461,@munisa_2325,201-son maktab,4,Sergeli,13,SC-KID-013,SC-KID,6,110,205,Amirbek Karimova,Ota,+998901810652,@amirbek424,telegram,2026-02-16,450000,active,48,31,8,9,5,4,81.2,64.6,2,7,True,41,20,8,12,21,48.8,19.5,52.1,69,203,603,400,291,12,8,2,61.3,Qoniqarli,high
142,STU-10142,student,Firdavs,Mirzayev,Firdavs Mirzayev,male,2016-09-12,10,+998931255133,@firdavs_4435,64-son maktab,4,Yunusobod,13,SC-KID-013,SC-KID,6,110,205,Zilola Mirzayeva,Ona,+998944757426,@zilola848,telegram,2026-02-16,450000,active,48,39,2,7,4,3,85.4,81.2,6,1,False,42,38,36,2,4,90.5,85.7,82.4,96,1106,1241,135,87,2,3,6,85.9,Yaxshi,low
143,STU-10143,student,Madina,Abdullayeva,Madina Abdullayeva,female,2013-09-12,13,+998995506205,@madina_6641,124-son maktab,7,Olmazor,13,SC-KID-013,SC-KID,6,110,205,Malika Abdullayevaa,Ona,+998908612496,@malika657,telegram,2026-02-16,450000,active,48,34,2,12,5,7,75.0,70.8,7,5,True,37,32,26,6,5,86.5,70.3,66.4,82,920,955,35,118,5,4,7,75.4,Yaxshi,medium
144,STU-10144,student,Farrux,Mirzayev,Farrux Mirzayev,male,2013-07-14,13,+998942948931,@farrux_1522,7-son maktab,7,Chilonzor,13,SC-KID-013,SC-KID,6,110,205,Bekzod Mirzayev,Ota,+998779406248,@bekzod360,sms,2026-02-16,450000,active,48,17,9,22,10,12,54.2,35.4,8,14,True,33,12,2,10,21,36.4,6.1,35.3,49,386,446,60,257,11,5,8,42.2,Past,high
145,STU-10145,student,Xurshid,Shodmonov,Xurshid Shodmonov,male,2014-08-19,12,+998996959318,@xurshid_1150,110-son maktab,6,Mirobod,13,SC-KID-013,SC-KID,6,110,205,Sarvar Shodmonov,Ota,+998336743814,@sarvar706,sms,2026-02-16,450000,active,48,36,4,8,2,6,83.3,75.0,6,2,False,39,33,27,6,6,84.6,69.2,78.7,96,1018,1043,30,97,3,1,6,82.1,Yaxshi,medium
146,STU-10146,student,Xurshid,Toshmatov,Xurshid Toshmatov,male,2015-10-25,11,+998932104781,@xurshid_8763,101-son maktab,5,Mirobod,13,SC-KID-013,SC-KID,6,110,205,Kamola Toshmatova,Ona,+998989758433,@kamola703,sms,2026-02-16,450000,active,48,39,4,5,2,3,89.6,81.2,2,3,False,41,33,23,10,8,80.5,56.1,66.6,91,911,926,15,121,6,3,2,78.8,Yaxshi,low
147,STU-10147,student,Temur,Jalilov,Temur Jalilov,male,2015-11-06,11,+998993064168,@temur_6817,24-son maktab,5,Shayxontohur,13,SC-KID-013,SC-KID,6,110,205,Abror Jalilov,Ota,+998906401643,@abror490,telegram,2026-02-16,450000,active,48,25,10,13,4,9,72.9,52.1,5,8,True,36,19,13,6,17,52.8,36.1,54.1,76,517,562,45,214,10,10,5,60.3,Qoniqarli,medium
148,STU-10148,student,Akmal,Bekmurodov,Akmal Bekmurodov,male,2014-08-22,12,+998883927849,@akmal_8576,24-son maktab,6,Chilonzor,13,SC-KID-013,SC-KID,6,110,205,Diyor Bekmurodov,Ota,+998978486017,@diyor811,telegram,2026-02-16,450000,active,48,41,3,4,0,4,91.7,85.4,3,1,False,40,31,25,6,9,77.5,62.5,77.9,93,990,1010,20,101,4,3,3,82.6,Yaxshi,low
149,STU-10149,student,Ozoda,Yo'ldosheva,Ozoda Yo'ldosheva,female,2015-10-12,11,+998971968626,@ozoda_9776,33-son maktab,5,Shayxontohur,13,SC-KID-013,SC-KID,6,110,205,Nafisa Yo'ldoshevaa,Ona,+998971298076,@nafisa669,phone,2026-02-16,450000,active,48,46,0,2,1,1,95.8,95.8,2,0,False,44,43,39,4,1,97.7,88.6,89.7,100,769,1854,1085,151,8,1,2,94.2,A'lo,low
150,STU-10150,student,Kamola,Alimova,Kamola Alimova,female,2014-08-03,12,+998981736522,@kamola_7350,110-son maktab,6,Olmazor,14,SC-KID-014,SC-KID,11,108,205,Dilfuza Alimovaa,Ona,+998943152524,@dilfuza533,telegram,2026-02-16,450000,active,43,36,3,4,1,3,90.7,83.7,3,1,False,39,32,27,5,7,82.1,69.2,68.8,90,465,930,465,234,8,2,3,80.5,Yaxshi,low
151,STU-10151,student,Anvar,Hamidov,Anvar Hamidov,male,2013-11-20,13,+998777247096,@anvar_1138,45-son maktab,7,Olmazor,14,SC-KID-014,SC-KID,11,108,205,Ozoda Hamidova,Ona,+998993172210,@ozoda733,phone,2026-02-16,450000,active,43,19,8,16,8,8,62.8,44.2,5,11,True,34,9,2,7,25,26.5,5.9,40.6,58,329,369,40,268,11,7,5,44.1,Past,high
152,STU-10152,student,Zilola,Shodmonova,Zilola Shodmonova,female,2013-07-17,13,+998883956670,@zilola_1166,153-son maktab,7,Sergeli,14,SC-KID-014,SC-KID,11,108,205,Zarina Shodmonovaa,Ona,+998918760155,@zarina573,sms,2026-02-16,450000,active,43,41,1,1,0,1,97.7,95.3,0,1,False,39,37,32,5,2,94.9,82.1,77.6,95,764,1219,455,154,3,1,0,89.8,A'lo,low
153,STU-10153,student,Nurbek,Karimov,Nurbek Karimov,male,2015-12-07,11,+998912510822,@nurbek_3716,12-son maktab,5,Bektemir,14,SC-KID-014,SC-KID,11,108,205,Sitora Karimova,Ona,+998976539025,@sitora887,sms,2026-02-16,450000,active,43,33,5,5,4,1,88.4,76.7,3,2,False,40,30,21,9,10,75.0,52.5,66.5,86,794,799,5,147,2,5,3,76.7,Yaxshi,low
154,STU-10154,student,Dilnoza,Yo'ldosheva,Dilnoza Yo'ldosheva,female,2016-04-19,10,+998993352498,@dilnoza_6767,7-son maktab,4,Yakkasaroy,14,SC-KID-014,SC-KID,11,108,205,Nilufar Yo'ldoshevaa,Ona,+998989099896,@nilufar983,telegram,2026-02-16,450000,active,43,35,3,5,2,3,88.4,81.4,3,2,False,37,31,22,9,6,83.8,59.5,67.9,88,463,928,465,235,9,2,3,79.8,Yaxshi,low
155,STU-10155,student,Ravshan,Umarov,Ravshan Umarov,male,2016-03-18,10,+998977623352,@ravshan_8471,124-son maktab,4,Yakkasaroy,14,SC-KID-014,SC-KID,11,108,205,Rayhona Umarova,Ona,+998916251948,@rayhona492,telegram,2026-02-16,450000,active,43,32,2,9,3,6,79.1,74.4,3,6,True,35,25,16,9,10,71.4,45.7,64.2,85,722,752,30,163,4,6,3,71.6,Qoniqarli,medium
156,STU-10156,student,Bobur,Alimov,Bobur Alimov,male,2013-07-28,13,+998883370338,@bobur_6092,89-son maktab,7,Yashnobod,14,SC-KID-014,SC-KID,11,108,205,Nozima Alimova,Ona,+998931874214,@nozima312,telegram,2026-02-16,450000,active,43,27,3,13,7,6,69.8,62.8,3,10,True,34,11,3,8,23,32.4,8.8,37.8,72,388,418,30,255,10,7,3,47.4,Past,high
157,STU-10157,student,Aziz,Nematov,Aziz Nematov,male,2016-09-03,10,+998948627203,@aziz_6751,153-son maktab,4,Yashnobod,14,SC-KID-014,SC-KID,11,108,205,Muslima Nematova,Ona,+998905589526,@muslima324,sms,2026-02-16,450000,active,43,40,2,1,1,0,97.7,93.0,0,1,False,40,37,32,5,3,92.5,80.0,80.5,97,1172,1292,120,82,1,1,0,90.1,A'lo,low
158,STU-10158,student,Nilufar,Sobirova,Nilufar Sobirova,female,2013-11-04,13,+998333753559,@nilufar_8262,52-son maktab,7,Yakkasaroy,14,SC-KID-014,SC-KID,11,108,205,Alisher Sobirova,Ota,+998779340779,@alisher284,telegram,2026-02-16,450000,active,43,22,9,12,5,7,72.1,51.2,0,12,True,33,20,9,11,13,60.6,27.3,49.6,77,278,513,235,283,12,4,0,60.8,Qoniqarli,medium
159,STU-10159,student,Aziza,Norqulova,Aziza Norqulova,female,2015-09-27,11,+998911844074,@aziza_6894,52-son maktab,5,Yakkasaroy,14,SC-KID-014,SC-KID,11,108,205,Ulug'bek Norqulova,Ota,+998332692188,@ulugbek576,telegram,2026-02-16,450000,active,43,35,2,6,3,3,86.0,81.4,6,0,False,37,33,26,7,4,89.2,70.3,77.7,94,557,1072,515,203,6,2,6,84.1,Yaxshi,low
160,STU-10160,student,Munisa,Shodmonova,Munisa Shodmonova,female,2013-03-28,13,+998983583503,@munisa_5171,64-son maktab,7,Olmazor,14,SC-KID-014,SC-KID,11,108,205,Alisher Shodmonova,Ota,+998938487880,@alisher400,phone,2026-02-16,450000,active,43,27,7,9,4,5,79.1,62.8,3,6,True,36,20,8,12,16,55.6,22.2,55.3,78,610,635,25,188,5,9,3,63.7,Qoniqarli,medium
161,STU-10161,student,Sanjar,Mirzayev,Sanjar Mirzayev,male,2015-07-02,11,+998934086161,@sanjar_7142,89-son maktab,5,Yakkasaroy,14,SC-KID-014,SC-KID,11,108,205,Mohira Mirzayeva,Ona,+998974747441,@mohira770,telegram,2026-02-16,450000,active,43,38,2,3,1,2,93.0,88.4,3,0,False,38,37,31,6,1,97.4,81.6,79.3,98,538,1248,710,206,7,1,3,89.5,A'lo,low
162,STU-10162,student,Sherzod,Qodirov,Sherzod Qodirov,male,2015-11-17,11,+998914363995,@sherzod_8042,64-son maktab,5,Shayxontohur,15,SC-KID-015,SC-KID,3,106,202,Anvar Qodirov,Ota,+998981298164,@anvar868,sms,2026-02-02,450000,active,47,32,5,10,5,5,78.7,68.1,5,5,True,39,24,15,9,15,61.5,38.5,49.4,67,514,659,145,215,13,4,5,63.3,Qoniqarli,medium
163,STU-10163,student,Husan,Ergashev,Husan Ergashev,male,2015-03-16,11,+998984261068,@husan_2593,77-son maktab,5,Chilonzor,15,SC-KID-015,SC-KID,3,106,202,Laylo Ergasheva,Ona,+998776030885,@laylo133,telegram,2026-02-02,450000,active,47,25,3,19,11,8,59.6,53.2,3,16,True,37,9,1,8,28,24.3,2.7,39.2,53,388,428,40,256,14,6,3,41.9,Past,high
164,STU-10164,student,Sherzod,Shodmonov,Sherzod Shodmonov,male,2013-04-11,13,+998332895038,@sherzod_2743,110-son maktab,7,Uchtepa,15,SC-KID-015,SC-KID,3,106,202,Shahzoda Shodmonova,Ona,+998972164749,@shahzoda841,sms,2026-02-02,450000,active,47,44,0,3,0,3,93.6,93.6,3,0,False,41,40,39,1,1,97.6,95.1,90.6,100,1466,1681,215,39,1,0,3,93.7,A'lo,low
165,STU-10165,student,Sardor,Nazarov,Sardor Nazarov,male,2013-11-23,13,+998916563842,@sardor_181,178-son maktab,7,Shayxontohur,15,SC-KID-015,SC-KID,3,106,202,Asadbek Nazarov,Ota,+998917286635,@asadbek845,phone,2026-02-02,450000,active,47,40,3,4,2,2,91.5,85.1,4,0,False,42,41,38,3,1,97.6,90.5,78.5,91,1261,1271,10,67,4,1,4,88.8,A'lo,low
166,STU-10166,student,Shohruh,Nazarov,Shohruh Nazarov,male,2015-02-05,11,+998909502409,@shohruh_4298,101-son maktab,5,Yashnobod,15,SC-KID-015,SC-KID,3,106,202,Kamola Nazarova,Ona,+998988848612,@kamola351,phone,2026-02-02,450000,active,47,38,6,3,1,2,93.6,80.9,1,2,False,42,38,31,7,4,90.5,73.8,69.0,92,808,1068,260,142,6,2,1,84.1,Yaxshi,low
167,STU-10167,student,Sanjar,Sultonov,Sanjar Sultonov,male,2015-12-28,11,+998942460295,@sanjar_2906,24-son maktab,5,Shayxontohur,15,SC-KID-015,SC-KID,3,106,202,Shohruh Sultonov,Ota,+998911900337,@shohruh600,phone,2026-02-02,450000,active,47,31,8,8,5,3,83.0,66.0,3,5,True,41,37,25,12,4,90.2,61.0,64.1,83,527,922,395,210,11,6,3,78.5,Yaxshi,medium
168,STU-10168,student,Nargiza,Ashurova,Nargiza Ashurova,female,2016-05-19,10,+998916658875,@nargiza_1706,7-son maktab,4,Yashnobod,15,SC-KID-015,SC-KID,3,106,202,Otabek Ashurova,Ota,+998945086253,@otabek709,telegram,2026-02-02,450000,active,47,30,5,12,5,7,74.5,63.8,4,8,True,37,17,11,6,20,45.9,29.7,53.8,76,556,591,35,204,9,7,4,58.7,Past,high
169,STU-10169,student,Nodir,Saidov,Nodir Saidov,male,2014-02-26,12,+998943484115,@nodir_8478,33-son maktab,6,Mirzo Ulug'bek,15,SC-KID-015,SC-KID,3,106,202,Muslima Saidova,Ona,+998906326401,@muslima521,sms,2026-02-02,450000,active,47,43,1,3,1,2,93.6,91.5,3,0,False,42,41,38,3,1,97.6,90.5,89.4,100,1311,1641,330,63,3,2,3,93.3,A'lo,low
170,STU-10170,student,Laylo,Sultonova,Laylo Sultonova,female,2015-04-08,11,+998982158265,@laylo_9987,12-son maktab,5,Yashnobod,15,SC-KID-015,SC-KID,3,106,202,Munisa Sultonovaa,Ona,+998909048488,@munisa138,sms,2026-02-02,450000,active,47,34,9,4,1,3,91.5,72.3,3,1,False,41,34,24,10,7,82.9,58.5,64.2,88,575,890,315,197,8,4,3,79.4,Yaxshi,low
171,STU-10171,student,Nilufar,Jalilova,Nilufar Jalilova,female,2013-02-21,13,+998971885446,@nilufar_7737,33-son maktab,7,Sergeli,15,SC-KID-015,SC-KID,3,106,202,Muslima Jalilovaa,Ona,+998889325279,@muslima238,telegram,2026-02-02,450000,active,47,27,7,13,6,7,72.3,57.4,3,10,True,37,21,13,8,16,56.8,35.1,52.0,78,549,584,35,205,10,9,3,60.5,Qoniqarli,medium
172,STU-10172,student,Nurbek,Saidov,Nurbek Saidov,male,2016-02-26,10,+998881842262,@nurbek_6522,110-son maktab,4,Yakkasaroy,15,SC-KID-015,SC-KID,3,106,202,Laylo Saidova,Ona,+998944322116,@laylo701,sms,2026-02-02,450000,active,47,35,3,9,6,3,80.9,74.5,4,5,True,42,30,21,9,12,71.4,50.0,67.2,85,599,864,265,191,7,6,4,73.3,Qoniqarli,medium
173,STU-10173,student,Feruza,Rustamova,Feruza Rustamova,female,2013-02-08,13,+998918975616,@feruza_6959,124-son maktab,7,Bektemir,15,SC-KID-015,SC-KID,3,106,202,Charos Rustamovaa,Ona,+998971075419,@charos407,sms,2026-02-02,450000,active,47,35,5,7,2,5,85.1,74.5,4,3,False,39,33,23,10,6,84.6,59.0,65.2,83,526,851,325,211,12,3,4,78.0,Yaxshi,low
174,STU-10174,student,Ulug'bek,Ochilov,Ulug'bek Ochilov,male,2015-02-12,11,+998974142184,@ulugbek_7342,124-son maktab,5,Yakkasaroy,15,SC-KID-015,SC-KID,3,106,202,Dilfuza Ochilova,Ona,+998771546416,@dilfuza399,telegram,2026-02-02,450000,active,47,44,1,2,1,1,95.7,93.6,2,0,False,44,43,41,2,1,97.7,93.2,90.4,100,1075,1710,635,91,5,0,2,94.4,A'lo,low
175,STU-10175,student,Islom,Qodirov,Islom Qodirov,male,2015-11-21,11,+998946898026,@islom_6561,77-son maktab,5,Uchtepa,15,SC-KID-015,SC-KID,3,106,202,Farrux Qodirov,Ota,+998995554688,@farrux440,phone,2026-02-02,450000,active,47,45,1,1,1,0,97.9,95.7,1,0,False,44,40,38,2,4,90.9,86.4,80.6,90,1399,1399,0,49,2,1,1,89.7,A'lo,low
176,STU-10176,student,Rayhona,Umarova,Rayhona Umarova,female,2011-07-17,15,+998919621256,@rayhona_6271,24-son maktab,9,Shayxontohur,16,UX-FIG-016,UX-FIG,13,115,207,Bekzod Umarova,Ota,+998915125072,@bekzod565,telegram,2026-02-09,850000,active,73,52,11,10,5,5,86.3,71.2,9,1,False,63,47,33,14,16,74.6,52.4,67.5,88,1223,1363,145,70,1,6,9,76.2,Yaxshi,low
177,STU-10177,student,Zilola,Ochilova,Zilola Ochilova,female,2009-05-10,17,+998901955957,@zilola_2050,233-son maktab,11,Sergeli,16,UX-FIG-016,UX-FIG,13,115,207,Nozima Ochilovaa,Ona,+998332001372,@nozima770,sms,2026-02-09,850000,active,73,55,11,7,5,2,90.4,75.3,5,2,False,65,49,29,20,16,75.4,44.6,64.6,83,243,1453,1210,287,13,3,5,76.9,Yaxshi,low
178,STU-10178,student,Nurbek,Mirzayev,Nurbek Mirzayev,male,2008-12-15,18,+998779522705,@nurbek_864,110-son maktab,11,Mirzo Ulug'bek,16,UX-FIG-016,UX-FIG,13,115,207,Xurshid Mirzayev,Ota,+998931118619,@xurshid377,phone,2026-02-09,850000,active,73,61,7,5,4,1,93.2,83.6,3,2,False,66,59,51,8,7,89.4,77.3,80.0,97,660,1865,1205,175,6,3,3,87.4,Yaxshi,low
179,STU-10179,student,Odina,Xasanova,Odina Xasanova,female,2011-05-25,15,+998976439208,@odina_2752,178-son maktab,9,Chilonzor,16,UX-FIG-016,UX-FIG,13,115,207,Asadbek Xasanova,Ota,+998917383496,@asadbek604,telegram,2026-02-09,850000,active,73,54,9,10,4,6,86.3,74.0,5,5,True,61,51,30,21,10,83.6,49.2,62.2,80,435,1445,1010,245,9,5,5,77.1,Yaxshi,low
180,STU-10180,student,Ozoda,Sultonova,Ozoda Sultonova,female,2011-09-26,15,+998775993440,@ozoda_6374,101-son maktab,9,Mirzo Ulug'bek,16,UX-FIG-016,UX-FIG,13,115,207,Temur Sultonova,Ota,+998333863491,@temur797,telegram,2026-02-09,850000,active,73,42,9,22,7,15,69.9,57.5,8,14,True,52,26,10,16,26,50.0,19.2,49.7,70,525,900,375,212,8,5,8,56.9,Past,high
181,STU-10181,student,Sarvar,Umarov,Sarvar Umarov,male,2008-06-15,18,+998885476977,@sarvar_1942,45-son maktab,11,Bektemir,16,UX-FIG-016,UX-FIG,13,115,207,Dilnoza Umarova,Ona,+998987609737,@dilnoza427,sms,2026-02-09,850000,active,73,48,8,17,6,11,76.7,65.8,4,13,True,56,36,20,16,20,64.3,35.7,54.9,71,390,1055,665,254,10,7,4,65.3,Qoniqarli,medium
182,STU-10182,student,Asadbek,Xolmatov,Asadbek Xolmatov,male,2010-01-05,16,+998987636062,@asadbek_8772,77-son maktab,10,Yakkasaroy,16,UX-FIG-016,UX-FIG,13,115,207,Laylo Xolmatova,Ona,+998337907570,@laylo870,telegram,2026-02-09,850000,active,73,53,11,9,4,5,87.7,72.6,7,2,False,63,55,44,11,8,87.3,69.8,77.1,96,594,1719,1125,194,7,1,7,83.9,Yaxshi,low
183,STU-10183,student,Umar,Karimov,Umar Karimov,male,2012-09-27,14,+998992866870,@umar_5129,33-son maktab,8,Yakkasaroy,16,UX-FIG-016,UX-FIG,13,115,207,Ozoda Karimova,Ona,+998975083170,@ozoda171,telegram,2026-02-09,850000,active,73,48,12,13,7,6,82.2,65.8,6,7,True,61,54,38,16,7,88.5,62.3,64.1,96,676,1406,730,174,5,6,6,77.8,Yaxshi,medium
